Voll,Demand_segment,Cost_of_demand_curtailment_perMW,Max_demand_curtailment,Representative_Periods,Hours_per_period,Representative_Period_Index,Representative_Period_Weight,Time_index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,,,
,,,,,,,,1826,12963,18192,9746,15599,21486,12305,,,
,,,,,,,,1827,12707,17833,9715,15475,21200,12257,,,
,,,,,,,,1828,12544,17603,9785,15555,21221,12325,,,
,,,,,,,,1829,12555,17619,9982,16013,21713,12538,,,
,,,,,,,,1830,12364,16777,10449,16692,22792,12782,,,
,,,,,,,,1831,10377,14530,10924,16414,24280,12946,,,
,,,,,,,,1832,8509,12138,11388,15605,25954,13141,,,
,,,,,,,,1833,7709,11414,11768,14645,27239,13189,,,
,,,,,,,,1834,7483,11301,11886,13529,27815,13137,,,
,,,,,,,,1835,7705,11968,11764,12952,27595,13031,,,
,,,,,,,,1836,8926,13415,11647,12927,27172,12941,,,
,,,,,,,,1837,10067,14492,11490,13343,26605,12887,,,
,,,,,,,,1838,12004,16759,11374,14130,26123,12798,,,
,,,,,,,,1839,14301,19715,11394,15453,25807,12991,,,
,,,,,,,,1840,14783,20746,11747,17050,26417,13667,,,
,,,,,,,,1841,15667,21986,12521,18598,28232,14692,,,
,,,,,,,,1842,17480,24531,12743,19440,29163,14737,,,
,,,,,,,,1843,17513,24577,12537,19101,28776,14596,,,
,,,,,,,,1844,17233,24184,12372,18884,28127,14439,,,
,,,,,,,,1845,16833,23622,12097,18408,27515,14108,,,
,,,,,,,,1846,16226,22771,11497,17628,26386,13455,,,
,,,,,,,,1847,15223,21363,10987,17032,24965,12902,,,
,,,,,,,,1848,14059,19730,10466,16352,23369,12554,,,
,,,,,,,,1849,13310,18679,8703,15064,18087,10933,,,
,,,,,,,,1850,12930,18145,8572,14721,17600,10970,,,
,,,,,,,,1851,12534,17590,8494,14634,17272,11137,,,
,,,,,,,,1852,12402,17405,8564,14649,17267,11238,,,
,,,,,,,,1853,12342,17093,8747,14868,17586,11386,,,
,,,,,,,,1854,11303,14359,9107,14313,18285,11586,,,
,,,,,,,,1855,9020,11625,9420,13031,19391,11580,,,
,,,,,,,,1856,7231,9513,9756,12233,20526,11761,,,
,,,,,,,,1857,6594,8952,10026,11880,21574,11781,,,
,,,,,,,,1858,6726,9246,10126,11877,22194,11784,,,
,,,,,,,,1859,7369,10210,10168,12214,22301,11754,,,
,,,,,,,,1860,8105,11283,10141,12803,22220,11796,,,
,,,,,,,,1861,9486,13288,10085,13550,22057,11803,,,
,,,,,,,,1862,11407,16020,10036,14834,21909,11923,,,
,,,,,,,,1863,13812,19331,10074,16476,21744,12126,,,
,,,,,,,,1864,15943,22400,10197,18434,22010,12322,,,
,,,,,,,,1865,16205,22742,10535,19112,22757,12674,,,
,,,,,,,,1866,16480,23127,10840,19639,23644,13200,,,
,,,,,,,,1867,17436,24468,10916,19387,24052,13093,,,
,,,,,,,,1868,17578,24668,10646,18670,23566,12800,,,
,,,,,,,,1869,16953,23790,10185,17806,22580,12302,,,
,,,,,,,,1870,16059,22537,9591,17036,21057,11749,,,
,,,,,,,,1871,14814,20788,9079,15981,19460,11187,,,
,,,,,,,,1872,13642,19144,8720,15364,18241,10919,,,
,,,,,,,,1873,13018,18268,8482,14894,17494,10767,,,
,,,,,,,,1874,12676,17789,8377,14639,17146,10777,,,
,,,,,,,,1875,12411,17417,8460,14725,17041,11032,,,
,,,,,,,,1876,12370,17360,8708,15204,17434,11376,,,
,,,,,,,,1877,12548,17458,9376,16253,18644,11959,,,
,,,,,,,,1878,12075,15721,10305,16778,20925,12653,,,
,,,,,,,,1879,11133,14816,10871,15724,23166,12708,,,
,,,,,,,,1880,10335,14214,10892,14469,24017,12376,,,
,,,,,,,,1881,9503,13463,10917,13815,23883,12431,,,
,,,,,,,,1882,9336,13459,10875,13672,23809,12376,,,
,,,,,,,,1883,9826,14288,10820,13919,23727,12308,,,
,,,,,,,,1884,10706,15525,10829,14542,23553,12347,,,
,,,,,,,,1885,11992,17311,10781,15479,23330,12487,,,
,,,,,,,,1886,13948,19942,10755,16714,23101,12613,,,
,,,,,,,,1887,16230,22966,10711,18300,22853,12815,,,
,,,,,,,,1888,18314,25729,10641,19790,22810,12937,,,
,,,,,,,,1889,18265,25633,10844,20271,23238,13008,,,
,,,,,,,,1890,18126,25437,11129,20747,24237,13405,,,
,,,,,,,,1891,18914,26543,11251,20475,24798,13307,,,
,,,,,,,,1892,18905,26531,10985,19769,24244,13073,,,
,,,,,,,,1893,18143,25461,10375,18748,23057,12502,,,
,,,,,,,,1894,17045,23919,9647,17623,21397,11788,,,
,,,,,,,,1895,15606,21901,9054,16409,19652,11253,,,
,,,,,,,,1896,14311,20085,8634,15664,18339,10975,,,
,,,,,,,,1897,13463,18894,8435,15198,17532,10786,,,
,,,,,,,,1898,12984,18221,8340,14984,17171,10751,,,
,,,,,,,,1899,12638,17735,8408,14965,17075,10960,,,
,,,,,,,,1900,12543,17602,8626,15374,17438,11284,,,
,,,,,,,,1901,12700,17671,9286,16435,18643,11988,,,
,,,,,,,,1902,12341,16025,10329,17207,20897,12675,,,
,,,,,,,,1903,11564,15165,10775,15759,23143,12853,,,
,,,,,,,,1904,10652,14592,10820,14593,24056,12578,,,
,,,,,,,,1905,9727,13733,10797,13967,23928,12682,,,
,,,,,,,,1906,9472,13620,10802,13859,23880,12598,,,
,,,,,,,,1907,9889,14307,10781,14163,23850,12528,,,
,,,,,,,,1908,10668,15379,10745,14750,23699,12481,,,
,,,,,,,,1909,11832,16953,10727,15688,23670,12564,,,
,,,,,,,,1910,13639,19365,10693,16902,23529,12735,,,
,,,,,,,,1911,15920,22389,10657,18312,23404,13027,,,
,,,,,,,,1912,17922,25178,10633,19964,23544,13072,,,
,,,,,,,,1913,17850,25050,10860,20472,24160,13161,,,
,,,,,,,,1914,17761,24926,11119,20805,25013,13582,,,
,,,,,,,,1915,18652,26175,11195,20569,25194,13558,,,
,,,,,,,,1916,18678,26211,10908,19913,24604,13076,,,
,,,,,,,,1917,18047,25326,10284,18563,23445,12662,,,
,,,,,,,,1918,17063,23945,9731,17680,21823,11925,,,
,,,,,,,,1919,15663,21981,9161,16436,20103,11281,,,
,,,,,,,,1920,14319,20096,8834,15976,18601,10932,,,
,,,,,,,,1921,13592,19075,8462,15225,17720,10710,,,
,,,,,,,,1922,12989,18227,8327,14952,17279,10663,,,
,,,,,,,,1923,12630,17724,8362,14881,17125,10852,,,
,,,,,,,,1924,12537,17594,8614,15343,17390,11125,,,
,,,,,,,,1925,12818,17850,9307,16370,18628,11776,,,
,,,,,,,,1926,12447,16136,10291,16976,20868,12649,,,
,,,,,,,,1927,11564,15209,10813,15809,23180,12830,,,
,,,,,,,,1928,10807,14647,10839,14659,24001,12694,,,
,,,,,,,,1929,9872,13748,10810,14129,23901,12463,,,
,,,,,,,,1930,9641,13677,10836,14140,23840,12462,,,
,,,,,,,,1931,9915,14205,10780,14348,23774,12491,,,
,,,,,,,,1932,10656,15260,10780,14963,23670,12517,,,
,,,,,,,,1933,11687,16676,10765,15753,23582,12769,,,
,,,,,,,,1934,13588,19138,10745,17089,23489,13078,,,
,,,,,,,,1935,15799,21967,10721,18492,23359,13088,,,
,,,,,,,,1936,17473,24534,10720,20101,23435,13015,,,
,,,,,,,,1937,17368,24373,10816,20396,23725,13016,,,
,,,,,,,,1938,17260,24222,10877,20123,24097,13216,,,
,,,,,,,,1939,17804,24985,10801,19643,23835,13017,,,
,,,,,,,,1940,17473,24520,10601,19222,23244,12793,,,
,,,,,,,,1941,17057,23936,10257,18601,22721,12301,,,
,,,,,,,,1942,16376,22981,9717,17545,21501,11649,,,
,,,,,,,,1943,15187,21313,9200,16395,19966,11163,,,
,,,,,,,,1944,14033,19694,8854,15682,18611,10913,,,
,,,,,,,,1945,13313,18684,8602,15241,17906,10869,,,
,,,,,,,,1946,12817,17987,8513,14994,17609,10978,,,
,,,,,,,,1947,12598,17680,8538,14921,17390,11021,,,
,,,,,,,,1948,12513,17560,8776,15365,17738,11231,,,
,,,,,,,,1949,12766,17802,9460,16344,18946,11727,,,
,,,,,,,,1950,12414,16200,10376,16959,21287,12401,,,
,,,,,,,,1951,11424,15177,10977,15747,23657,12493,,,
,,,,,,,,1952,10733,14708,11083,14683,24518,12580,,,
,,,,,,,,1953,9967,13977,11042,14206,24392,12576,,,
,,,,,,,,1954,9764,13946,11045,14231,24202,12493,,,
,,,,,,,,1955,10009,14420,10964,14417,23939,12515,,,
,,,,,,,,1956,10592,15282,10936,14938,23656,12544,,,
,,,,,,,,1957,11478,16509,10913,15899,23522,12668,,,
,,,,,,,,1958,13194,18847,10829,17068,23211,12827,,,
,,,,,,,,1959,15232,21093,10770,18486,22955,12878,,,
,,,,,,,,1960,17053,23958,10801,19995,23020,13010,,,
,,,,,,,,1961,16923,23750,11057,20526,23621,13250,,,
,,,,,,,,1962,16988,23839,11338,20967,24660,13719,,,
,,,,,,,,1963,18112,25418,11432,20766,25088,13613,,,
,,,,,,,,1964,18181,25514,11122,20106,24605,13249,,,
,,,,,,,,1965,17603,24702,10614,19124,23580,12654,,,
,,,,,,,,1966,16675,23402,9992,17906,22002,11908,,,
,,,,,,,,1967,15323,21503,9419,16706,20221,11342,,,
,,,,,,,,1968,14086,19768,9007,15830,18811,11006,,,
,,,,,,,,1969,13316,18688,8895,15653,18042,10849,,,
,,,,,,,,1970,12735,17872,8760,15363,17592,10961,,,
,,,,,,,,1971,12508,17554,8804,15367,17492,10961,,,
,,,,,,,,1972,12422,17433,9072,15748,17822,11215,,,
,,,,,,,,1973,12642,17653,9734,16628,19066,11723,,,
,,,,,,,,1974,12322,16169,10653,17497,21371,12442,,,
,,,,,,,,1975,11481,15394,11253,16468,23714,12820,,,
,,,,,,,,1976,10658,14726,11377,15446,24660,12933,,,
,,,,,,,,1977,9764,13742,11319,14886,24480,12940,,,
,,,,,,,,1978,9540,13629,11164,14803,24307,12859,,,
,,,,,,,,1979,9699,13982,11058,14945,23946,12723,,,
,,,,,,,,1980,10291,14871,10963,15607,23552,12713,,,
,,,,,,,,1981,11315,16251,10841,16310,23271,12693,,,
,,,,,,,,1982,13070,18586,10736,17402,22968,12603,,,
,,,,,,,,1983,15196,20950,10665,18671,22855,12551,,,
,,,,,,,,1984,16356,23721,10627,20200,22990,12641,,,
,,,,,,,,1985,16813,23594,10832,20544,23571,12949,,,
,,,,,,,,1986,16795,23570,11051,20631,24268,13349,,,
,,,,,,,,1987,17720,24868,11068,20334,24365,13216,,,
,,,,,,,,1988,17665,24791,10834,19779,23753,12861,,,
,,,,,,,,1989,17167,24092,10410,18990,22767,12420,,,
,,,,,,,,1990,16434,23063,9904,17987,21598,11794,,,
,,,,,,,,1991,15407,21622,9407,16978,20142,11206,,,
,,,,,,,,1992,14304,20074,8982,16106,18961,10918,,,
,,,,,,,,1993,13561,19030,8702,15401,17994,10937,,,
,,,,,,,,1994,13157,18465,8589,15089,17537,11048,,,
,,,,,,,,1995,12665,17774,8567,14912,17275,11047,,,
,,,,,,,,1996,12759,17906,8679,14939,17382,11139,,,
,,,,,,,,1997,12903,18033,8982,15256,17867,11353,,,
,,,,,,,,1998,12003,15485,9372,15437,18767,11585,,,
,,,,,,,,1999,9984,12920,9779,14404,20002,11954,,,
,,,,,,,,2000,8209,10947,10124,13757,21263,12053,,,
,,,,,,,,2001,7543,10447,10278,13630,22203,12042,,,
,,,,,,,,2002,7458,11065,10402,13678,22773,12028,,,
,,,,,,,,2003,7878,12442,10319,13974,22878,11963,,,
,,,,,,,,2004,8606,13032,10184,14463,22704,11888,,,
,,,,,,,,2005,9747,13946,10063,15442,22331,11723,,,
,,,,,,,,2006,11421,16119,9952,17129,22021,11606,,,
,,,,,,,,2007,13736,18731,9940,18647,21795,11621,,,
,,,,,,,,2008,15309,21484,9996,19394,21849,11843,,,
,,,,,,,,2009,15457,21693,10286,19675,22418,12327,,,
,,,,,,,,2010,15732,22079,10539,20000,23060,12863,,,
,,,,,,,,2011,16907,23727,10609,19710,23167,12827,,,
,,,,,,,,2012,16934,23765,10368,19059,22569,12545,,,
,,,,,,,,2013,16465,23107,10031,18332,21769,12222,,,
,,,,,,,,2014,15769,22128,9567,17465,20725,11705,,,
,,,,,,,,2015,14769,20726,9114,16476,19464,11252,,,
,,,,,,,,2016,13881,19480,8712,15776,18190,10889,,,
,,,,,,,,2017,12952,18177,10286,17117,21859,12009,,,
,,,,,,,,2018,12427,17439,10202,16913,21252,12140,,,
,,,,,,,,2019,12076,16948,10157,16909,21034,12229,,,
,,,,,,,,2020,11953,16774,10203,16995,21097,12313,,,
,,,,,,,,2021,12004,16846,10396,17416,21535,12445,,,
,,,,,,,,2022,12255,15298,10809,17944,22489,12654,,,
,,,,,,,,2023,12253,12884,11236,16908,23885,12673,,,
,,,,,,,,2024,11740,10859,11602,15904,25408,12904,,,
,,,,,,,,2025,10975,10060,11919,15169,26687,13033,,,
,,,,,,,,2026,9673,9886,11979,14714,27151,13054,,,
,,,,,,,,2027,9332,10235,11823,14496,26935,12987,,,
,,,,,,,,2028,8944,11096,11689,14527,26383,13032,,,
,,,,,,,,2029,8906,12699,11485,14919,25832,12930,,,
,,,,,,,,2030,10753,15135,11331,16073,25153,13020,,,
,,,,,,,,2031,12885,18192,11230,17402,24589,13084,,,
,,,,,,,,2032,13657,19166,11509,18438,24686,13556,,,
,,,,,,,,2033,14103,19791,12190,19750,26100,14425,,,
,,,,,,,,2034,16088,22578,12804,21282,28115,14678,,,
,,,,,,,,2035,16676,23402,12803,21287,28324,14671,,,
,,,,,,,,2036,16479,23126,12623,20918,27974,14397,,,
,,,,,,,,2037,16045,22518,12317,20308,27243,13844,,,
,,,,,,,,2038,15271,21431,11691,19326,25798,13118,,,
,,,,,,,,2039,14168,19882,11037,18288,23935,12535,,,
,,,,,,,,2040,13215,18546,10570,17628,22289,12200,,,
,,,,,,,,2041,12584,17658,10338,17300,21343,12161,,,
,,,,,,,,2042,12177,17089,10306,17276,20970,12426,,,
,,,,,,,,2043,12001,16842,10351,17391,20908,12507,,,
,,,,,,,,2044,12057,16922,10581,18000,21312,12732,,,
,,,,,,,,2045,12473,17504,11128,19284,22460,13277,,,
,,,,,,,,2046,13011,16274,12213,21168,24768,14142,,,
,,,,,,,,2047,11957,15623,13209,20560,28015,14303,,,
,,,,,,,,2048,10910,14777,13351,18711,29647,14178,,,
,,,,,,,,2049,9986,13867,13173,17379,29311,13992,,,
,,,,,,,,2050,9491,13383,13010,16540,28759,13883,,,
,,,,,,,,2051,9601,13603,12731,15916,28283,13725,,,
,,,,,,,,2052,10101,14346,12489,15728,27742,13566,,,
,,,,,,,,2053,11208,15846,12285,15988,27426,13596,,,
,,,,,,,,2054,13173,18477,12060,16490,26999,13630,,,
,,,,,,,,2055,15560,21814,11956,17668,26783,13695,,,
,,,,,,,,2056,16185,22713,12133,19150,27152,14073,,,
,,,,,,,,2057,16360,22958,12809,20495,28425,15022,,,
,,,,,,,,2058,18028,25299,13348,22036,29768,15065,,,
,,,,,,,,2059,18322,25713,13219,22054,29668,14747,,,
,,,,,,,,2060,17958,25201,12990,21784,29027,14596,,,
,,,,,,,,2061,17382,24392,12604,21141,28193,13896,,,
,,,,,,,,2062,16448,23083,11894,19889,26551,13068,,,
,,,,,,,,2063,15094,21182,11122,18834,24366,12423,,,
,,,,,,,,2064,13905,19514,10604,18359,22482,12073,,,
,,,,,,,,2065,13165,18476,10306,18030,21497,11967,,,
,,,,,,,,2066,12690,17808,10209,17962,21021,12176,,,
,,,,,,,,2067,12435,17451,10236,18165,20955,12256,,,
,,,,,,,,2068,12426,17438,10445,18742,21336,12451,,,
,,,,,,,,2069,12820,17992,10960,20074,22524,12955,,,
,,,,,,,,2070,13350,16783,12010,21615,25046,13860,,,
,,,,,,,,2071,12362,16164,12990,20561,28323,14131,,,
,,,,,,,,2072,11334,15385,13201,18533,30026,14003,,,
,,,,,,,,2073,10121,14154,12985,17125,29570,13806,,,
,,,,,,,,2074,9455,13485,12796,16141,28823,13682,,,
,,,,,,,,2075,9564,13635,12517,15458,27969,13497,,,
,,,,,,,,2076,10234,14439,12296,15343,27398,13422,,,
,,,,,,,,2077,11269,15920,12114,15466,26916,13449,,,
,,,,,,,,2078,12987,18370,12032,16139,26483,13606,,,
,,,,,,,,2079,15338,21623,11960,17255,26127,13642,,,
,,,,,,,,2080,16130,22637,12166,18829,26427,14035,,,
,,,,,,,,2081,16295,22867,12843,20163,27943,14899,,,
,,,,,,,,2082,17982,25235,13445,21534,30274,15082,,,
,,,,,,,,2083,18330,25723,13437,21615,30702,14913,,,
,,,,,,,,2084,17973,25222,13281,21467,30385,14641,,,
,,,,,,,,2085,17435,24467,12902,21037,29897,14125,,,
,,,,,,,,2086,16541,23215,12250,19890,28513,13326,,,
,,,,,,,,2087,15265,21423,11502,18967,26389,12771,,,
,,,,,,,,2088,14056,19726,11023,18216,24676,12441,,,
,,,,,,,,2089,13274,18629,10765,17944,23688,12415,,,
,,,,,,,,2090,12745,17886,10699,17845,23341,12642,,,
,,,,,,,,2091,12497,17537,10744,18119,23438,12714,,,
,,,,,,,,2092,12523,17575,10984,18684,23909,12881,,,
,,,,,,,,2093,12937,18156,11494,20004,25140,13472,,,
,,,,,,,,2094,13385,17116,12530,21531,27681,14292,,,
,,,,,,,,2095,12315,16468,13568,20741,31013,14692,,,
,,,,,,,,2096,11292,15613,13778,18753,32686,14729,,,
,,,,,,,,2097,10239,14495,13521,17435,32101,14759,,,
,,,,,,,,2098,9808,14113,13329,16503,31250,14898,,,
,,,,,,,,2099,9763,14143,13040,15904,30164,14820,,,
,,,,,,,,2100,10224,14705,12748,15669,29234,14696,,,
,,,,,,,,2101,11309,16097,12523,15711,28383,14758,,,
,,,,,,,,2102,13148,18482,12344,16264,27588,14893,,,
,,,,,,,,2103,15505,21683,12241,17477,27185,15003,,,
,,,,,,,,2104,16182,22709,12404,18860,27436,15487,,,
,,,,,,,,2105,16454,23090,13128,20237,29097,16252,,,
,,,,,,,,2106,18078,25370,13855,21574,31578,16375,,,
,,,,,,,,2107,18389,25806,13838,21679,32000,16129,,,
,,,,,,,,2108,18023,25292,13681,21494,31681,15740,,,
,,,,,,,,2109,17511,24574,13344,21121,31030,15078,,,
,,,,,,,,2110,16651,23367,12639,19897,29500,14231,,,
,,,,,,,,2111,15419,21638,11899,18940,27244,13596,,,
,,,,,,,,2112,14195,19920,11422,18368,25612,13271,,,
,,,,,,,,2113,13324,18699,11190,18133,24753,13180,,,
,,,,,,,,2114,12826,18000,11167,18064,24452,13435,,,
,,,,,,,,2115,12562,17629,11227,18226,24578,13512,,,
,,,,,,,,2116,12566,17634,11462,18847,25032,13676,,,
,,,,,,,,2117,12904,18109,12017,20116,26260,14148,,,
,,,,,,,,2118,13275,16754,13056,21578,28715,15015,,,
,,,,,,,,2119,12282,15928,14082,20552,32069,15270,,,
,,,,,,,,2120,11191,14892,14184,18832,33650,15138,,,
,,,,,,,,2121,10272,13867,13941,17825,32993,14956,,,
,,,,,,,,2122,9842,13463,13624,16945,31961,14822,,,
,,,,,,,,2123,9961,13724,13278,16290,30918,14593,,,
,,,,,,,,2124,10485,14532,12898,16075,29855,14439,,,
,,,,,,,,2125,11623,16149,12614,16278,28801,14377,,,
,,,,,,,,2126,13513,18849,12381,16894,28087,14447,,,
,,,,,,,,2127,15778,22134,12270,18075,27645,14440,,,
,,,,,,,,2128,16526,23194,12422,19541,27925,14894,,,
,,,,,,,,2129,16617,23319,13103,20894,29393,15705,,,
,,,,,,,,2130,17948,25188,13806,22388,31403,15814,,,
,,,,,,,,2131,18296,25676,13814,22572,31606,15653,,,
,,,,,,,,2132,17943,25180,13644,22474,31176,15304,,,
,,,,,,,,2133,17460,24503,13288,22067,30377,14693,,,
,,,,,,,,2134,16592,23285,12649,20912,28863,13888,,,
,,,,,,,,2135,15281,21445,11880,19966,26798,13247,,,
,,,,,,,,2136,14126,19824,11399,19250,25106,12830,,,
,,,,,,,,2137,13316,18688,11143,18992,24082,12706,,,
,,,,,,,,2138,12839,18019,11094,19036,23802,12900,,,
,,,,,,,,2139,12567,17634,11141,19196,23944,13001,,,
,,,,,,,,2140,12565,17633,11347,19773,24487,13270,,,
,,,,,,,,2141,12865,18054,11875,21148,25747,13833,,,
,,,,,,,,2142,13172,16822,12868,22683,28284,14742,,,
,,,,,,,,2143,12218,16262,13856,21841,31637,14894,,,
,,,,,,,,2144,11179,15530,14131,19835,33539,14780,,,
,,,,,,,,2145,10134,14477,13885,18193,33052,14538,,,
,,,,,,,,2146,9643,14081,13489,16938,31994,14459,,,
,,,,,,,,2147,9696,14303,13132,16086,30968,14327,,,
,,,,,,,,2148,10155,14941,12713,15639,29805,14131,,,
,,,,,,,,2149,11185,16300,12385,15624,28934,14046,,,
,,,,,,,,2150,13082,18755,12142,16139,28264,13903,,,
,,,,,,,,2151,15497,21774,12011,17258,27954,13737,,,
,,,,,,,,2152,16238,22788,12104,18583,28109,14048,,,
,,,,,,,,2153,16391,23003,12578,19638,29162,14841,,,
,,,,,,,,2154,17770,24937,13192,21014,30740,15035,,,
,,,,,,,,2155,17981,25234,13095,21086,30603,14818,,,
,,,,,,,,2156,17563,24647,12885,21011,29908,14499,,,
,,,,,,,,2157,17080,23970,12594,20911,29120,14051,,,
,,,,,,,,2158,16306,22882,12096,20211,27853,13301,,,
,,,,,,,,2159,15185,21310,11509,19507,26196,12688,,,
,,,,,,,,2160,14060,19732,11022,18944,24574,12329,,,
,,,,,,,,2161,13191,18512,10766,18671,23502,12221,,,
,,,,,,,,2162,12670,17780,10685,18573,22980,12386,,,
,,,,,,,,2163,12352,17334,10669,18691,22818,12361,,,
,,,,,,,,2164,12250,17192,10756,18962,22884,12382,,,
,,,,,,,,2165,12399,17400,10980,19609,23392,12524,,,
,,,,,,,,2166,12129,14936,11450,20124,24465,12845,,,
,,,,,,,,2167,10040,12895,11980,19132,25938,13028,,,
,,,,,,,,2168,8669,11488,12384,17997,27582,13269,,,
,,,,,,,,2169,8349,11215,12629,16927,28876,13321,,,
,,,,,,,,2170,8409,11328,12660,15964,29515,13303,,,
,,,,,,,,2171,8824,11730,12462,15219,29596,13223,,,
,,,,,,,,2172,9894,12441,12136,14762,29258,12913,,,
,,,,,,,,2173,11691,13681,11815,14802,28649,12744,,,
,,,,,,,,2174,13192,15906,11596,15373,27984,12637,,,
,,,,,,,,2175,14197,18976,11469,16563,27444,12564,,,
,,,,,,,,2176,14447,20275,11617,18082,27477,12844,,,
,,,,,,,,2177,14780,20741,12210,19247,28504,13792,,,
,,,,,,,,2178,16431,23058,12764,20337,30053,13969,,,
,,,,,,,,2179,16967,23810,12702,20391,29955,13788,,,
,,,,,,,,2180,16686,23417,12471,20212,29376,13615,,,
,,,,,,,,2181,16328,22914,12212,19964,28746,13282,,,
,,,,,,,,2182,15675,21999,11736,19220,27524,12726,,,
,,,,,,,,2183,14734,20677,11129,18412,25887,12234,,,
,,,,,,,,2184,13723,19259,10692,17807,24466,11852,,,
,,,,,,,,2185,15377,21578,10417,19217,19585,13778,,,
,,,,,,,,2186,14822,20801,10228,18509,18900,13409,,,
,,,,,,,,2187,14260,20010,9947,17923,18467,13093,,,
,,,,,,,,2188,13622,19098,9891,17652,18309,12915,,,
,,,,,,,,2189,12542,17539,9829,17033,18304,12821,,,
,,,,,,,,2190,10687,15229,9937,16385,18523,12872,,,
,,,,,,,,2191,8793,12893,10312,16474,19117,13090,,,
,,,,,,,,2192,7906,11873,10916,17553,20330,13675,,,
,,,,,,,,2193,7911,12012,11447,18868,21545,14163,,,
,,,,,,,,2194,8282,12563,11857,20446,22511,14806,,,
,,,,,,,,2195,9101,13705,12272,21926,23152,15367,,,
,,,,,,,,2196,10169,15218,12693,23297,23452,15876,,,
,,,,,,,,2197,11625,17337,12945,24624,23627,16321,,,
,,,,,,,,2198,13476,19988,13170,26017,23701,16810,,,
,,,,,,,,2199,15620,22947,13295,27115,23623,17093,,,
,,,,,,,,2200,17821,25799,13348,27741,23756,17181,,,
,,,,,,,,2201,19404,27499,13351,27496,23912,17414,,,
,,,,,,,,2202,19837,27837,13326,26850,24081,17182,,,
,,,,,,,,2203,19594,27497,13110,26368,23935,16940,,,
,,,,,,,,2204,19019,26690,12886,26038,23735,16840,,,
,,,,,,,,2205,18982,26638,12554,24882,23533,16546,,,
,,,,,,,,2206,18503,25966,11910,23176,22847,15724,,,
,,,,,,,,2207,16985,23835,11148,21749,21281,14987,,,
,,,,,,,,2208,15478,21722,10500,20466,19723,14336,,,
,,,,,,,,2209,14492,20339,10082,19438,18706,13937,,,
,,,,,,,,2210,13947,19573,9834,18819,18117,13529,,,
,,,,,,,,2211,13568,19040,9758,18468,17941,13264,,,
,,,,,,,,2212,13142,18424,9907,18575,18190,13250,,,
,,,,,,,,2213,12454,17389,10296,18573,19022,13563,,,
,,,,,,,,2214,11386,16218,10890,18497,20283,13933,,,
,,,,,,,,2215,10307,14970,11544,19033,21847,14318,,,
,,,,,,,,2216,10073,14850,12235,19969,23201,14857,,,
,,,,,,,,2217,10292,15155,12791,21194,24211,15317,,,
,,,,,,,,2218,10668,15697,13198,22522,24908,15847,,,
,,,,,,,,2219,11373,16882,13585,23950,25439,16339,,,
,,,,,,,,2220,12295,18296,13956,25113,25912,16809,,,
,,,,,,,,2221,13390,19808,14306,26444,26304,17190,,,
,,,,,,,,2222,14852,21828,14476,27756,26517,17637,,,
,,,,,,,,2223,16535,24145,14492,28912,26624,17857,,,
,,,,,,,,2224,18329,26471,14382,29884,26769,17506,,,
,,,,,,,,2225,19553,27747,14161,30249,26848,16949,,,
,,,,,,,,2226,19614,27525,13866,29736,26629,16503,,,
,,,,,,,,2227,19070,26762,13476,28763,26162,16330,,,
,,,,,,,,2228,18560,26045,13260,27979,25757,16250,,,
,,,,,,,,2229,18826,26420,12924,26513,25538,15972,,,
,,,,,,,,2230,18454,25898,12189,24410,24558,15119,,,
,,,,,,,,2231,16976,23822,11298,22374,22660,14504,,,
,,,,,,,,2232,15481,21726,10654,20967,20873,13943,,,
,,,,,,,,2233,14540,20405,10220,19771,19699,13618,,,
,,,,,,,,2234,14108,19798,9941,18940,19051,13292,,,
,,,,,,,,2235,13687,19207,9852,18479,18738,13081,,,
,,,,,,,,2236,13072,18312,9939,18584,18829,13038,,,
,,,,,,,,2237,12484,17430,10264,18556,19559,13280,,,
,,,,,,,,2238,11200,16017,10820,18501,20758,13764,,,
,,,,,,,,2239,10163,14866,11447,19043,22186,14191,,,
,,,,,,,,2240,9941,14699,12072,20054,23475,14779,,,
,,,,,,,,2241,10123,15004,12723,21103,24428,15190,,,
,,,,,,,,2242,10526,15570,13220,22305,25234,15749,,,
,,,,,,,,2243,11263,16635,13612,23425,25685,16120,,,
,,,,,,,,2244,11942,17618,14003,24687,26151,16447,,,
,,,,,,,,2245,12848,18979,14421,26097,26619,16936,,,
,,,,,,,,2246,14435,20966,14728,27440,26829,17361,,,
,,,,,,,,2247,16338,23317,14956,28730,27010,17642,,,
,,,,,,,,2248,18185,25733,15069,29800,27186,17902,,,
,,,,,,,,2249,19251,27186,15038,30354,27251,17984,,,
,,,,,,,,2250,19386,27206,14834,29849,27069,17677,,,
,,,,,,,,2251,19052,26737,14470,28772,26469,17352,,,
,,,,,,,,2252,18759,26326,14102,27972,25952,17172,,,
,,,,,,,,2253,19064,26753,13601,26347,25653,16871,,,
,,,,,,,,2254,18724,26276,12772,24285,24584,16004,,,
,,,,,,,,2255,17282,24253,11779,22277,22700,15180,,,
,,,,,,,,2256,15739,22088,10987,20747,20892,14608,,,
,,,,,,,,2257,14624,20522,10511,19544,19794,14213,,,
,,,,,,,,2258,13908,19518,10210,18688,19096,13872,,,
